Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"A company hires a consultant to improve teamwork, communication, motivation, and organizational climate. This work falls most directly under:",Personnel psychology,Organizational psychology,Developmental psychology,Psychophysics,2,"Organizational psychology addresses leadership, communication, motivation, attitudes, conflict, and organizational climate.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which figure is most closely associated with scientific management?,Elton Mayo,Frederick W. Taylor,Kurt Lewin,Abraham Maslow,2,Taylor is identified with scientific management and the search for the most efficient method of performing work.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Time-and-motion studies were designed primarily to:,measure employee attitudes toward supervisors,identify the most efficient way to perform work tasks,detect malingering among job applicants,assess leadership potential,2,Time-and-motion studies break work into component actions to improve efficiency and productivity.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
The Army Alpha and Beta tests are historically important because they:,were the first projective tests used in hospitals,marked early large-scale personnel testing and placement efforts,proved that intelligence cannot be measured,replaced all interviews in military recruitment,2,The Army Alpha and Beta tests were landmark examples of mass testing for placement.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which best describes the Hawthorne effect?,Workers become less productive when supervision is removed,Workers change their behavior because they know they are being observed,Workers resist all organizational change,Workers perform best under dim lighting,2,The Hawthorne effect refers to behavior change that occurs because participants are aware of observation and react to attention.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
The human relations movement highlighted the importance of:,monetary incentives only,heredity as the sole determinant of performance,social factors and worker morale,removing all supervisors from organizations,3,"The human relations movement emphasized interpersonal relations, morale, and the social environment of work.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which historical development most directly pushed I/O psychologists to scrutinize fairness in employment testing and selection?,The invention of the assembly line,Civil rights legislation prohibiting discrimination in employment,The rise of behaviorism,The introduction of piece-rate pay,2,"Civil rights laws led organizations and I/O psychologists to examine fairness, bias, and job-relatedness in employment practices.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A major reason I/O psychologists use research methods is to:,replace all managerial judgment with guesswork,ensure decisions are based on systematic evidence,avoid ethical responsibility,eliminate the need for theory,2,"Research reduces guesswork and supports evidence-based decisions in selection, training, leadership, and organizational interventions.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which research design provides the strongest basis for drawing causal conclusions?,Correlational design,Case study,Experimental design,Archival review,3,Experimental designs allow greater control over variables and strongest support for causal inference.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
"In a study on the effect of training on productivity, training condition is the:",dependent variable,independent variable,confounding variable,criterion contamination,2,"The independent variable is the manipulated or designated causal factor; here, training condition fits that role.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A researcher finds that employees with higher job satisfaction also report higher organizational commitment. This is an example of:,experimental evidence of causation,correlational evidence of association,random assignment,criterion deficiency,2,"A positive relationship between two naturally occurring variables is correlational, not experimental proof of cause.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Meta-analysis is best described as a technique that:,combines results across multiple studies,creates new personality tests,eliminates sampling error completely,replaces job analysis,1,Meta-analysis synthesizes findings from separate studies to estimate overall relationships or effects.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Reliability refers to the:,fairness of a procedure,consistency of measurement,legal defensibility of a test,complexity of a method,2,Reliability addresses how consistently a method or test measures something.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Validity refers to the extent to which a test:,is easy to administer,measures what it is intended to measure,has many items,is inexpensive,2,Validity concerns the meaning and appropriateness of test scores for their intended use.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which threat is most serious if a supervisor rates all employees as above average regardless of actual performance?,Construct validity,Leniency error,Test security,Random sampling,2,Leniency error occurs when raters systematically give overly favorable ratings.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
"In organizational research, informed consent is most directly related to the ethical principle of:",coercion,deception as standard practice,respect for persons and informed choice,strict hierarchy,3,"Informed consent reflects respect for dignity, autonomy, and the right to decide based on understandable information.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A researcher secretly records employees in a private break room despite no organizational approval and no participant consent. The most serious ethical issue is:,low external validity,violation of privacy and informed consent,insufficient sample size,excessive experimental control,2,Secret recording in a private context without approval or consent creates clear ethical problems involving privacy and consent.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
The most defensible starting point for developing a selection system is:,supervisor preference,job analysis,salary survey,employee rumor,2,"Job analysis identifies essential tasks and KSAOs, making it the foundation for a defensible selection system.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A job description primarily identifies:,worker traits only,pay grades only,"duties, tasks, and responsibilities of the job",long-term promotion potential only,3,A job description outlines what the job involves.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A job specification focuses on:,work tasks and duties only,organizational chart position only,human characteristics needed to perform the job,vacation benefits,3,A job specification identifies the KSAOs required for successful performance.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which method relies on especially effective and ineffective job behaviors?,Position Analysis Questionnaire,Critical Incidents Technique,Assessment center,Forced ranking,2,CIT gathers especially effective and ineffective examples of job behavior.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
O*NET is most useful as a:,psychotherapy manual,labor union contract,database for job and occupational information,leadership rating scale,3,O*NET provides organized occupational information useful for job analysis and understanding work requirements.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which statement best captures the value of job analysis?,It is useful only for compensation decisions,"It supports staffing, training, appraisal, and legal defensibility",It eliminates all workplace conflict,It is mainly historical and rarely useful now,2,Job analysis supports multiple HR functions and helps establish job-relatedness.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Human resource planning is primarily concerned with:,matching future staffing needs with organizational goals,diagnosing psychopathology,setting retirement age by intuition,replacing all internal applicants with external hires,1,Human resource planning forecasts workforce needs and aligns them with strategy.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which recruitment method is most likely to expand the applicant pool widely and quickly?,Nepotism,Broad online posting,Secret referral only,Internal rumor network,2,Online recruitment can rapidly reach many applicants.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A realistic job preview is used mainly to:,exaggerate job attractiveness,reduce legal liability by avoiding interviews,provide balanced information about the job to improve fit and reduce turnover,guarantee high motivation,3,Realistic job previews help applicants self-select and form accurate expectations.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which is most likely to increase adverse impact risk if poorly validated?,Job-related structured interview,Test chosen solely for convenience with no link to job requirements,Work sample based on actual tasks,Job analysis interview,2,A non-job-related test can increase bias risk and be hard to defend legally.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A structured interview is generally superior to an unstructured interview because it:,avoids all note-taking,increases consistency and job-relatedness,allows unlimited irrelevant questions,is easier to fake than tests,2,"Structured interviews improve reliability, fairness, and predictive utility.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which statement about assessment centers is most accurate?,They rely only on paper-and-pencil IQ tests,They use simulations and multiple exercises to evaluate relevant competencies,They are never used for managerial assessment,They are inherently invalid,2,"Assessment centers rely on exercises such as in-baskets, role plays, and simulations.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A company wants to predict future job performance from a typing test for clerical applicants. The typing test is a:,criterion,predictor,contaminant,moderator only,2,"The typing test is used to predict later performance, making it a predictor.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Why are references and letters of recommendation often limited as predictors?,They are always illegal,"They are often inflated, vague, or restricted in range",They are too job-related,They are always based on work samples,2,Recommendations may be overly positive and therefore less discriminating.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which test would have the strongest content validity for selecting a data encoder?,Inkblot interpretation,Work sample requiring accurate and fast encoding,Horoscope-based screening,Color preference inventory,2,"A work sample closely represents actual job content, making content validity strong.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
"In employee selection, the criterion usually refers to:",the predictor score,the measure of job success,the application blank,the interview room condition,2,"The criterion is the outcome used to judge selection success, such as performance.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A test can be reliable but not valid because:,consistency does not guarantee accuracy of what is measured,all reliable tests are automatically valid,validity matters only in therapy,reliability is unrelated to measurement,1,A test may measure something consistently but still measure the wrong construct.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which is the best example of construct validity evidence?,A leadership test correlates with other measures of leadership-related traits in predicted ways,A test is inexpensive,A test has many pages,A test is liked by applicants,1,Construct validity is supported when evidence matches theoretical expectations.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
The use of multiple hurdles in selection means that:,applicants are randomly hired,applicants must pass each stage before moving to the next,all predictors are ignored,the lowest scoring applicant is selected first,2,Multiple-hurdle systems screen applicants sequentially.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Banding in test scores is based on the idea that:,tiny score differences may not be meaningful enough to justify strict rank ordering,selection should ignore validity,all applicants are equally qualified,interviews should replace all tests,1,Banding treats small score differences as not practically distinct.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Performance appraisal serves all of the following except:,feedback and development,administrative decisions,personnel research,eliminating the need for job analysis,4,Performance appraisal depends on job analysis; it does not replace it.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which source is least appropriate as the sole rater when customers cannot directly observe core job tasks?,Supervisor,Peer,Customer,Self-rating,3,"Customers are useful only when they can observe relevant aspects of performance. If they cannot, they are weak as the sole source.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A supervisor gives an employee a high rating on all dimensions because the employee is friendly and punctual. This is a:,recency effect,halo error,central tendency error,contrast effect,2,Halo error occurs when one positive impression colors ratings across unrelated dimensions.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A manager remembers only the employee’s most recent mistake and ignores excellent earlier performance. This reflects:,criterion relevance,recency effect,construct validity,upward communication,2,The recency effect occurs when recent events disproportionately influence ratings.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which appraisal method compares employees directly with one another?,Forced distribution,BARS,Critical incident log,Essay appraisal only,1,Forced distribution directly compares employees relative to each other.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
One major legal safeguard in performance appraisal is to:,avoid documentation,use vague dimensions,base ratings on job-related behaviors and train raters,keep standards secret,3,"Job-related criteria, documentation, and rater training strengthen fairness and defensibility.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which is the strongest reason to train raters?,To make all ratings high,To reduce rating errors and improve fairness,To eliminate all subjectivity permanently,To discourage feedback discussions,2,"Rater training aims to improve accuracy, consistency, and fairness.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Behaviorally Anchored Rating Scales are designed to:,replace observation with intuition,anchor scale points with behavioral examples,compare all employees to one ideal worker only,eliminate all need for job analysis,2,BARS use concrete behavioral anchors to clarify rating levels.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
"Training needs analysis typically includes organizational, task, and:",market analysis,person analysis,legal analysis only,sales analysis only,2,"Needs assessment typically includes organizational, task, and person analysis.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Task analysis in training is primarily used to:,identify what should be taught,determine stock prices,diagnose personality disorders,set retirement policies,1,Task analysis pinpoints the content and skills training must address.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Person analysis helps determine:,which employees need training and in what areas,which jobs should be abolished,how to replace all supervisors,only whether training is popular,1,Person analysis identifies who needs training and whether they are ready for it.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which training method is best when the goal is to practice interpersonal interaction?,Lecture alone,Role-play,Archival analysis,Salary benchmarking,2,Role-play is especially effective for interpersonal and social skills practice.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Transfer of training is best demonstrated when:,trainees enjoy the workshop,trainees perform well on a posttest only,learning is applied effectively on the job,attendance is high,3,Transfer of training means workplace application of learned knowledge or skill.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which practice most likely improves transfer of training?,No supervisor support,No opportunity to apply learning,Realistic practice and management support,Training unrelated to work tasks,3,Practice resembling real work plus supervisor support greatly improve transfer.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which evaluation criterion focuses on whether trainees liked the program?,Reaction,Learning,Behavior,Results,1,Reaction criteria assess participant satisfaction and impressions of training.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
"In motivation, which statement best reflects expectancy theory?",Motivation depends on heredity only,Motivation is strongest when effort is believed to lead to performance and valued outcomes,Motivation comes only from punishment,Motivation is unrelated to rewards,2,"Expectancy theory links motivation to expectancy, instrumentality, and valence.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Equity theory predicts that employees are likely to feel distressed when they perceive:,perfect fairness,imbalance between their inputs and outcomes relative to others,no job structure,abundant autonomy,2,Equity theory centers on perceived fairness in social comparison.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Herzberg’s two-factor theory distinguishes motivators from:,predictors,hygiene factors,validity coefficients,role senders,2,Herzberg distinguished job content motivators from hygiene factors tied to context.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
"According to goal-setting theory, goals are most motivating when they are:",vague and effortless,specific and challenging,assigned randomly and never reviewed,unrelated to feedback,2,"Specific, difficult but attainable goals generally motivate better than vague ones.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which best illustrates intrinsic motivation?,Working only for a bonus,Working because the task itself is interesting and satisfying,Working only to avoid punishment,Working to impress a rival,2,Intrinsic motivation comes from the inherent enjoyment or meaning of the activity.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
The job characteristics model highlights all of the following except:,skill variety,task identity,task significance,genealogical inheritance,4,"The job characteristics model includes skill variety, task identity, task significance, autonomy, and feedback.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Employee engagement is best understood as:,mere presence at work,"psychological investment, energy, and involvement in work",automatic loyalty regardless of conditions,resistance to all organizational goals,2,"Engagement reflects energetic, meaningful, and invested connection to work.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Organizational commitment refers most directly to:,commitment to one’s profession only,feelings and attachment toward the organization,IQ level,punctuality alone,2,Organizational commitment concerns the employee’s relationship with the organization itself.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which is the best example of organizational citizenship behavior?,Deliberately withholding information from coworkers,Voluntarily helping a new colleague adjust even when not required,Extending breaks to avoid work,Falsifying productivity reports,2,OCB includes discretionary acts that help coworkers or the organization.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which intervention is most likely to improve job satisfaction over time?,Persistent role ambiguity,"Fair rewards, supportive supervision, and meaningful work",Unpredictable punishment,Reduced communication with employees,2,These factors consistently support satisfaction and positive attitudes.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Turnover refers to:,daily changes in mood,employees leaving the organization,temporary fatigue,job redesign,2,Turnover refers to separation from the organization.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which situation best illustrates absenteeism as an outcome variable of employee attitudes?,An employee attends but works slowly,An employee repeatedly misses scheduled workdays,An employee asks for promotion,An employee mentors a peer,2,Absenteeism is the failure to report for scheduled work.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Worker stress is best defined as:,any change at work,the psychological and physiological response to demands exceeding resources or coping capacity,all employee dissatisfaction,an unavoidable sign of commitment,2,Stress involves responses to demands seen as taxing or overwhelming.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Role ambiguity is stressful because the employee:,receives too much clear guidance,lacks clarity about job expectations and responsibilities,has too much vacation time,experiences excessive person–job fit,2,"Role ambiguity creates uncertainty, which can be stressful and impair performance.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Role conflict occurs when:,an employee has only one supervisor,job demands are incompatible or contradictory,an employee is highly engaged,goals are specific,2,Role conflict occurs when expectations clash.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Burnout is most closely associated with:,"emotional exhaustion, cynicism, and reduced accomplishment",instant promotion,excessive organizational citizenship behavior only,strong person–environment fit,1,These are classic features of burnout.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which is an example of an organizational coping strategy for stress?,Teaching only denial,Redesigning jobs and improving workload management,Ignoring bullying complaints,Increasing ambiguity,2,"Organizational strategies reduce stress by altering system conditions, not just individual coping.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Work–family conflict refers to:,disagreement between two supervisors only,stress arising from competing demands of work and family roles,only marital dissatisfaction,only childcare concerns unrelated to work,2,Work–family conflict involves tension across life domains.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Counterproductive work behavior includes:,volunteering for extra tasks,"sabotage, theft, chronic lateness, and aggression",positive affectivity,mentoring and coaching,2,These are classic forms of counterproductive work behavior.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
"In the communication process, noise refers to:",only loud sounds in the environment,anything that interferes with accurate message transmission or interpretation,upward communication,formal chain of command,2,"Noise includes physical, psychological, semantic, and channel interference.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Downward communication generally flows from:,subordinates to management,customers to employees,management to lower organizational levels,peers to peers,3,Downward communication flows from higher to lower levels.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
The grapevine refers to:,formal written policy manuals,informal channels of communication,an appraisal method,a selection device,2,The grapevine refers to informal information flow in organizations.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which barrier is most likely in multicultural communication?,Shared assumptions always guarantee understanding,Language and culture can affect message meaning and interpretation,Nonverbal cues are universal and identical in all contexts,Cultural diversity has no relevance to communication,2,"Cross-cultural communication often fails when assumptions, language use, and norms differ.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A work group norm is:,a legal requirement in all settings,a shared expectation about appropriate behavior,a type of compensation system,a formal performance rating,2,Group norms define acceptable and unacceptable conduct.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Group cohesiveness refers to the:,degree of attraction and commitment among members,number of formal rules only,amount of pay inequity,number of leaders in the group,1,"Cohesiveness reflects attraction, unity, and desire to remain in the group.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Groupthink is most likely when a highly cohesive group:,encourages critical evaluation of alternatives,suppresses dissent and values unanimity over sound judgment,includes diverse viewpoints and open challenge,uses structured decision protocols,2,Groupthink occurs when pressure for consensus reduces realistic evaluation.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Social loafing refers to the tendency for some individuals to:,work harder in groups than alone in all cases,exert less effort when individual contributions are less identifiable,avoid all teamwork because of conflict,become transformational leaders,2,Social loafing is reduced when accountability and identifiability are high.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
The Ohio State leadership studies emphasized two broad dimensions labeled:,equity and expectancy,initiation of structure and consideration,valence and instrumentality,centralization and formalization,2,These dimensions capture task-oriented and relationship-oriented leader behaviors.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Fiedler’s contingency model proposes that leadership effectiveness depends on the match between:,pay and performance,leader style and situational favorability,intelligence and age,job satisfaction and absenteeism,2,Fiedler argued effectiveness depends on the fit between style and situation.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
The leader–member exchange approach focuses on:,identical relationships with all subordinates,the quality of dyadic relationships between leader and followers,punishment as the main leadership tool,organizational structure only,2,LMX emphasizes differentiated leader-member relationships.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Transformational leaders are most likely to:,focus only on routine exchanges,"inspire followers through vision, meaning, and change orientation",avoid charisma and values,rely only on coercion,2,Transformational leaders elevate motivation and align followers with higher goals.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which power base derives from formal authority attached to a position?,Expert power,Referent power,Legitimate power,Informational power only,3,Legitimate power stems from formal position and recognized authority.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Office politics is best defined as:,all influence attempts in organizations,self-serving behavior intended to affect others to achieve personal goals,formal delegation of authority,legally required participation,2,Organizational politics involves influence used for personal or factional advantage.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which tactic best reflects expert power?,Compliance due to fear of punishment,Influence based on recognized knowledge or skill,Obedience due to title only,Influence based on family connection,2,Expert power depends on others perceiving the person as knowledgeable.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Centralization means that decision-making authority is primarily:,dispersed widely to lower levels,concentrated at higher organizational levels,assigned randomly,outsourced to customers,2,Centralized structures keep decision authority at the top.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A matrix structure is characterized by:,only one reporting relationship,blending functional and product or project lines of authority,total absence of specialization,elimination of teams,2,Matrix structures create dual lines of coordination.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Organizational culture refers to the:,physical size of the company,"shared values, beliefs, and assumptions in the organization",annual sales trend,legal structure of the corporation only,2,Organizational culture concerns taken-for-granted meanings and norms.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Organizational development is best described as:,the process of helping organizations manage planned change,hiring more employees regardless of need,replacing all managers with teams,measuring intelligence in applicants,1,OD is a systematic effort to improve organizational effectiveness through planned change.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Management by objectives is an OD-related technique in which:,goals are hidden from employees,supervisors and subordinates jointly set and later review goals,only group rewards matter,appraisals are abolished,2,MBO uses participative goal setting and later evaluation of attainment.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
"According to the PAP Code of Ethics, only licensed and registered psychologists and psychometricians are legally allowed to:",teach psychology at any level,practice their profession within legal boundaries,administer any test without restrictions,provide therapy regardless of credentials,2,"The PAP Code states that only licensed and registered psychologists and psychometricians are legally allowed to practice their profession, within legal limits.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which practice is most consistent with ethical informed consent in assessment?,"Explaining nature, risks, and limits of confidentiality before proceeding",Releasing raw scores to any interested supervisor,Skipping consent whenever testing is convenient,Using photocopied test booklets to save costs,1,"Ethical informed consent requires understandable prior explanation of services, risks, and confidentiality limits.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which is ethically correct regarding assessment tools?,Use outdated tests if they are familiar,"Use only tests that are standardized, valid, reliable, and appropriate for the client",Release all raw data to classmates for learning,Allow unqualified persons to interpret results independently,2,Assessment ethics require scientifically sound and client-appropriate tools.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Which statement about psychometricians is ethically correct?,They may independently practice therapy whenever requested,They may allow any HR officer to interpret protocols,They practice within RA 10029 boundaries and operate under a registered psychologist’s supervision when applicable,They may release test protocols to applicants upon demand,3,The Code explicitly states that psychometricians work within RA 10029 limits and under supervision when applicable.,Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A client’s employer requests full raw responses to a psychological test administered for a workplace referral. What is the most ethical response?,Release everything immediately because the employer paid,Refuse all communication about results,Release only information consistent with referral agreements and confidentiality; do not release raw responses unless legally required,Post the results in the personnel group chat for transparency,3,"Ethics require limiting disclosure to agreed and authorized purposes, with strong protection of raw test data.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
A psychometrician is asked to provide psychotherapy to an employee with severe distress because no psychologist is available immediately. Which response is most ethical?,Begin long-term therapy as usual,Refuse any assistance under all circumstances,"Provide only emergency support within competence, arrange referral, and discontinue once appropriate competent services are available",Ask an untrained HR assistant to handle the case,3,"The Code allows emergency services so people are not deprived of urgent help, but only within competence and with prompt referral and discontinuation once emergency ends.",Medium,Industrial/Organizational Psychology,Exam 3,Exam 3
Industrial/organizational psychology is best defined as the branch of psychology that:,Focuses exclusively on mental disorders in the workplace,Applies psychological principles to workplace behavior,Studies only organizational structure and finance,Deals primarily with clinical counseling in organizations,2,"I/O psychology is specifically concerned with applying psychological theories and methods to understand and improve workplace behavior, performance, and well-being.",Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Which of the following best describes the scientist-practitioner model in I/O psychology?,Practitioners rely only on experience,Scientists avoid real-world applications,Integration of research and practical application,Exclusive use of intuition in decision-making,3,The scientist-practitioner model emphasizes using scientific research to inform practice and applying findings to real organizational problems.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
The “I” in I/O psychology primarily focuses on:,Organizational culture,Employee selection and training,Group dynamics,Leadership development,2,"The industrial component focuses on staffing, job analysis, training, and performance measurement.",Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
The “O” in I/O psychology primarily focuses on:,Hiring decisions,Compensation systems,Employee attitudes and motivation,Test validation,3,"The organizational side deals with behavior, motivation, leadership, and workplace attitudes.",Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Who is considered one of the pioneers in applying psychology to advertising?,Hugo Münsterberg,Walter Dill Scott,Frederick Taylor,F. Skinner,2,Walter Dill Scott was among the first to apply psychological principles to advertising and business practices.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
The Hawthorne studies are most associated with:,Intelligence testing,Employee motivation through rewards,Effects of attention on employee performance,Job analysis techniques,3,"The Hawthorne studies demonstrated that attention to employees can improve performance, known as the Hawthorne effect.",Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
The Hawthorne effect refers to:,Decreased productivity under supervision,Behavior change due to being observed,Increased fatigue from long work hours,Bias in performance appraisal,2,Employees may improve performance simply because they know they are being observed.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Job analysis is primarily used to:,Increase employee satisfaction,Determine job duties and requirements,Conduct performance appraisal,Evaluate leadership styles,2,"Job analysis identifies tasks, responsibilities, and required competencies.",Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Which of the following is a key output of job analysis?,Organizational chart,Job description,Training manual,Company policy,2,"Job descriptions summarize duties, responsibilities, and requirements derived from job analysis.",Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Reliability in selection refers to:,Legal compliance,Consistency of measurement,Fairness across groups,Predictive accuracy,2,Reliability indicates that a test produces consistent results across time or raters.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Validity refers to:,Consistency of scores,Fairness in testing,Accuracy in measuring what it intends to measure,Simplicity of test design,3,Validity determines whether a test measures what it claims to measure.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Which type of validity focuses on job performance prediction?,Content validity,Construct validity,Criterion-related validity,Face validity,3,Criterion validity assesses how well a test predicts job performance.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Structured interviews are preferred because they:,Allow flexibility in questioning,Are less time-consuming,Increase reliability and validity,Eliminate need for training,3,"Structured interviews standardize questions and scoring, improving consistency and predictive accuracy.",Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Unstructured interviews are problematic because they:,Are too rigid,Lack consistency,Are expensive,Are legally prohibited,2,"Unstructured interviews vary widely, reducing reliability and increasing bias.",Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Which test measures cognitive ability?,Personality inventory,Intelligence test,Interest inventory,Integrity test,2,"Cognitive ability tests measure reasoning, problem-solving, and mental capacity.",Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Assessment centers are used to:,Conduct therapy,Evaluate candidates through simulations,Replace interviews,Conduct surveys,2,Assessment centers use exercises like role-plays to assess competencies.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Performance appraisal is used primarily to:,Recruit employees,Evaluate employee performance,Design training programs,Conduct job analysis,2,Performance appraisal assesses employee effectiveness and informs decisions.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
A common rating error is:,Validity error,Halo effect,Regression effect,Sampling error,2,The halo effect occurs when one positive trait influences overall evaluation.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Training needs analysis includes:,Financial analysis,"Organizational, task, and person analysis",Market analysis,Risk analysis,2,These three analyses identify training requirements.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
